User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type
User_1606,Tesla Model 3,100.0,Station_68,Houston,01/26/2024 03:55,01/15/2024 01:36,78.3990561,0.531884804,29.75315871,42.74162100428594,Night,Sunday,72.36892837822244,97.08671411983411,225.14071448252022,5.650551247587174,7.0,Level 1,Commuter
User_1607,Tesla Model 3,100.0,Station_150,Houston,01/06/2024 05:49,01/16/2024 05:02,27.60438468,0.95713766,11.23853863,15.033393807009437,Morning,Wednesday,26.460279903750752,71.08470632731726,173.4477872072036,15.775558044479162,5.0,Level 1,Long-Distance Traveler
User_1608,BMW i3,100.0,Station_55,Chicago,01/27/2024 07:57,01/28/2024 18:49,21.89299268,1.285283897,25.37395431,36.49290421888432,Morning,Saturday,21.948037743861896,63.02564337398759,203.383431875207,-3.4478883172450256,4.0,DC Fast Charger,Casual Driver
User_1609,Hyundai Kona,75.0,Station_210,Chicago,01/17/2024 15:39,01/24/2024 13:41,34.79054782,1.813883272,23.21525779,11.668740518562014,Night,Tuesday,30.86560432748014,70.58054962942566,263.84884672055364,24.803730796977646,5.0,Level 2,Commuter
User_1610,Nissan Leaf,50.0,Station_181,New York,01/30/2024 16:59,01/24/2024 10:27,7.668660935,0.749904204,25.45714668,49.00933376123793,Morning,Sunday,87.63614531897231,74.26441499730713,129.57876080569685,38.4599304226266,0.0,DC Fast Charger,Long-Distance Traveler
User_1611,Hyundai Kona,100.0,Station_90,New York,01/14/2024 10:28,01/07/2024 16:03,30.53308101,2.300005034,19.02108875,6.197467401180737,Morning,Wednesday,41.078741380397915,65.54364578060958,168.15030250535642,-8.912003638670098,5.0,Level 1,Long-Distance Traveler
User_1612,BMW i3,100.0,Station_49,Los Angeles,01/14/2024 18:56,01/06/2024 18:39,8.751670019,3.135535702,11.59538327,45.581643770350766,Night,Tuesday,27.069221001422648,65.80107143389937,138.70637445049746,35.033140523156995,8.0,DC Fast Charger,Long-Distance Traveler
User_1613,BMW i3,50.0,Station_146,Houston,01/19/2024 02:22,01/05/2024 00:28,15.89873423,3.165199902,40.44452193,32.53619331264731,Evening,Saturday,72.7302307288136,60.511571169176854,105.3096489070084,-4.134297688184282,8.0,Level 1,Long-Distance Traveler
User_1614,Chevy Bolt,62.0,Station_251,Chicago,01/03/2024 21:30,01/12/2024 07:15,8.353019856,3.430484458,34.71968172,16.825248617110873,Morning,Tuesday,63.570768850969465,98.7393593026662,180.0293070890407,-4.859365549474561,5.0,DC Fast Charger,Commuter
User_1615,Hyundai Kona,100.0,Station_176,New York,01/03/2024 11:32,01/29/2024 02:41,49.48345837,1.732267679,18.9376077,28.057089933952046,Evening,Sunday,26.143667319718627,99.03618247596548,323.89383489143455,36.116384359694464,1.0,Level 1,Long-Distance Traveler
User_1616,BMW i3,85.0,Station_26,San Francisco,01/24/2024 01:10,01/16/2024 00:51,8.527929006,2.929231262,9.812104577,27.262950085600888,Evening,Saturday,55.90858277662307,90.07525344799174,330.2049283340932,28.212674400455178,2.0,Level 1,Commuter
User_1617,Tesla Model 3,85.0,Station_209,New York,01/13/2024 10:21,01/04/2024 16:52,61.69743867,2.525513037,30.78399682,14.465305717647714,Evening,Sunday,37.8878409408909,81.0018770107372,129.77014168918882,-1.0141519238247767,9.0,Level 2,Commuter
User_1618,BMW i3,75.0,Station_420,New York,01/08/2024 04:16,01/28/2024 21:52,72.31121636,0.945380179,34.26166815,33.07807752529297,Afternoon,Saturday,66.34398386093216,65.8347152924818,355.0713853668554,6.298685643432272,3.0,Level 1,Casual Driver
User_1619,Chevy Bolt,75.0,Station_19,Los Angeles,01/11/2024 20:02,01/19/2024 22:49,28.22969163,1.218689578,23.43741011,20.047727355212487,Morning,Thursday,82.49574070326813,95.43367539381168,246.0605100613221,-0.43310689191387297,9.0,DC Fast Charger,Commuter
User_1620,Hyundai Kona,101.1029879,Station_461,Houston,01/13/2024 09:58,01/24/2024 03:24,7.275443511,2.690603255,21.06032431,49.78434891242407,Night,Saturday,38.864502637628235,91.06793698177435,355.6303119645629,-4.465290970735472,6.0,Level 2,Commuter
User_1621,Chevy Bolt,62.0,Station_189,Houston,01/24/2024 12:49,01/02/2024 16:58,11.48343149,3.621537943,21.47990189,21.257068273073568,Night,Friday,28.357188207416772,74.20077726751761,76.56051706606078,10.69713718779202,3.0,DC Fast Charger,Long-Distance Traveler
User_1622,Nissan Leaf,100.0,Station_57,New York,01/20/2024 21:57,01/03/2024 17:27,42.01165353,1.426444322,5.895475086,9.31347173964497,Evening,Sunday,8.814478804337273,54.60395380656304,128.54512528676025,-9.074406769864387,3.0,DC Fast Charger,Commuter
User_1623,Tesla Model 3,75.0,Station_266,Chicago,01/17/2024 19:15,01/18/2024 15:39,7.424244899,1.910624211,15.10098677,25.95744593637541,Night,Saturday,16.293106109645628,95.0545694393278,333.40156920062844,32.91618399111324,4.0,DC Fast Charger,Long-Distance Traveler
User_1624,Chevy Bolt,62.0,Station_182,Houston,01/30/2024 21:37,01/16/2024 19:34,75.52338507,3.32691717,24.8909192,32.56591276891089,Afternoon,Monday,38.69848419160312,66.2607987552604,383.5428664414235,33.21964512343045,5.0,DC Fast Charger,Long-Distance Traveler
User_1625,BMW i3,62.0,Station_321,San Francisco,01/01/2024 13:26,01/14/2024 01:27,,3.314983827,18.86581794,19.874340675893535,Night,Tuesday,53.214650301092334,63.559120775261924,98.60588643199146,21.66718270278573,6.0,DC Fast Charger,Casual Driver
User_1626,Chevy Bolt,100.0,Station_498,San Francisco,01/06/2024 21:05,01/18/2024 00:11,45.98918434,1.599027738,42.36438973,30.148873719764463,Evening,Tuesday,50.54169903882089,83.30622589066215,307.60747325899627,-7.516883781039137,0.0,Level 1,Casual Driver
User_1627,Nissan Leaf,53.97365866,Station_76,Chicago,01/06/2024 06:43,01/08/2024 11:40,65.12042575,2.426058377,12.30972507,26.071061815178492,Morning,Friday,38.49995546723113,96.09092688831923,141.7484169445807,27.119578283675864,5.0,DC Fast Charger,Commuter
User_1628,BMW i3,62.0,Station_151,San Francisco,01/24/2024 12:55,01/12/2024 06:42,56.52037668,2.296980268,12.8885881,14.700809731617765,Afternoon,Tuesday,30.09381844575975,61.31402691213776,324.9364402474128,11.75087037973087,3.0,DC Fast Charger,Casual Driver
User_1629,BMW i3,50.0,Station_199,Los Angeles,01/06/2024 21:28,01/27/2024 04:10,6.479430985,2.133503628,,37.13339483616637,Morning,Sunday,55.37398188186563,65.7182968603203,278.5776652200211,7.8001092228533615,8.0,Level 1,Long-Distance Traveler
User_1630,Hyundai Kona,100.0,Station_238,San Francisco,01/13/2024 03:24,01/16/2024 07:33,60.38629791,3.460259634,8.658326062,48.84706089552611,Morning,Saturday,28.946648186984696,62.05517120339143,202.54799967556505,21.857014634740654,2.0,Level 2,Casual Driver
User_1631,Nissan Leaf,100.0,Station_5,Houston,01/09/2024 18:53,01/09/2024 15:30,6.97877135,2.891860216,35.78892354,18.549892314756605,Morning,Tuesday,86.84797888234426,57.625780915280785,320.9730457936362,-7.421932020672852,6.0,DC Fast Charger,Casual Driver
User_1632,BMW i3,75.0,Station_259,Houston,01/26/2024 15:33,01/14/2024 10:08,5.892835164,1.235989774,40.77682699,40.611877639003566,Afternoon,Saturday,40.68589205883524,86.67512209759772,354.39267292705836,-2.7367263768091643,4.0,Level 2,Commuter
User_1633,Nissan Leaf,62.0,Station_381,San Francisco,01/13/2024 22:59,01/21/2024 09:38,37.68802767,0.602417382,45.36451456,39.45867084992058,Morning,Sunday,15.763979932200822,95.63646663116569,246.99826037154443,23.787849352226196,3.0,Level 2,Casual Driver
User_1634,Chevy Bolt,100.0,Station_55,New York,01/26/2024 12:17,01/19/2024 12:47,66.52076448,0.206630883,15.09948391,6.79031567963243,Morning,Wednesday,44.409643838954516,93.2867428684022,338.6622646572555,23.052068337387993,9.0,Level 1,Long-Distance Traveler
User_1635,Chevy Bolt,62.0,Station_128,San Francisco,01/06/2024 02:40,01/23/2024 04:29,9.889982503,1.613781672,40.44087746,9.10491520327912,Evening,Saturday,23.292927210338494,86.2744341987992,198.4966832982819,22.552533592225394,1.0,Level 1,Commuter
User_1636,Tesla Model 3,100.0,Station_43,Chicago,01/24/2024 01:53,01/12/2024 23:04,21.65616412,1.894426888,32.95451082,39.72451536563877,Afternoon,Wednesday,34.30839657441068,61.727029763183424,225.57066828377057,6.078808066381516,0.0,Level 1,Casual Driver
User_1637,Nissan Leaf,55.81669376,Station_486,San Francisco,01/02/2024 12:24,01/09/2024 16:27,66.40550757,3.02669269,39.85618959,45.12419786600223,Evening,Thursday,31.17848173975299,73.02809342647939,344.6077888674375,33.11341584522291,5.0,Level 2,Casual Driver
User_1638,Tesla Model 3,100.0,Station_109,New York,01/11/2024 04:26,01/18/2024 20:28,10.43167346,3.313162432,31.3920766,30.730279950391335,Morning,Saturday,44.03747122906416,89.26366609272391,197.58208132321258,11.591780093565337,6.0,Level 2,Commuter
User_1639,Chevy Bolt,75.0,Station_11,Houston,01/28/2024 21:20,01/06/2024 12:25,52.90446367,1.546956035,15.57205559,39.05486463020221,Night,Saturday,41.1009274355436,69.75331923671554,299.22737777305304,36.69483421971371,2.0,Level 2,Long-Distance Traveler
User_1640,Hyundai Kona,62.0,Station_382,Los Angeles,01/21/2024 18:59,01/17/2024 23:11,10.31787223,2.346320614,18.57163916,30.13585238001788,Morning,Thursday,76.2791377027517,89.404443933414,174.64334323074166,3.0119951714034556,9.0,Level 2,Casual Driver
User_1641,Hyundai Kona,100.0,Station_16,San Francisco,01/25/2024 03:24,01/28/2024 10:20,34.25645291,3.065584752,5.523688619,37.04115601184257,Afternoon,Monday,53.02162317118003,97.75636167323289,184.07403526431088,-3.038842478840028,1.0,Level 2,Casual Driver
User_1642,Chevy Bolt,85.0,Station_74,Los Angeles,01/15/2024 03:39,01/08/2024 07:37,23.86992273,2.441421135,23.6037144,30.727122092547646,Night,Monday,77.5185901693668,90.02962920878295,76.78972127063813,14.439755890094684,1.0,Level 1,Commuter
User_1643,Nissan Leaf,50.0,Station_336,Houston,01/06/2024 11:43,01/16/2024 15:30,64.37713244,2.314860017,15.2565692,21.15395647859756,Afternoon,Monday,57.83148568676932,79.39645800347618,247.45256273736177,30.872784203533705,2.0,Level 2,Long-Distance Traveler
User_1644,BMW i3,1.536539743,Station_386,New York,01/19/2024 13:50,01/30/2024 12:07,23.52224181,1.844373851,42.3802714,13.179283053247156,Morning,Tuesday,80.32777204358787,91.26832339424368,303.41898514885975,-9.600793161506745,6.0,DC Fast Charger,Long-Distance Traveler
User_1645,Chevy Bolt,62.0,Station_426,San Francisco,01/08/2024 08:31,01/20/2024 21:55,30.16557066,1.172452645,21.34393648,9.604552268819248,Afternoon,Monday,34.48961125031568,99.35636342539274,80.6433141419372,5.317714131276361,1.0,DC Fast Charger,Casual Driver
User_1646,Hyundai Kona,62.0,Station_258,San Francisco,01/23/2024 13:26,01/25/2024 08:58,30.75150398,3.777668753,19.48012395,10.142947486458354,Evening,Wednesday,51.746795646553416,51.18238850759219,209.53661191653887,30.375517603676734,5.0,Level 2,Long-Distance Traveler
User_1647,Hyundai Kona,85.0,Station_394,Chicago,01/03/2024 21:46,01/29/2024 08:49,60.28854286,1.853153432,51.36359325,13.650743051421415,Evening,Wednesday,38.00433321388909,97.90887853102102,74.42893635161481,6.071251649003436,8.0,Level 2,Commuter
User_1648,Hyundai Kona,100.0,Station_199,San Francisco,01/29/2024 10:03,01/16/2024 10:03,71.16250434,1.202607322,44.74486265,9.704337631144643,Afternoon,Thursday,67.23703033041622,85.20759927268591,60.77011584766568,20.972993674811157,3.0,Level 1,Casual Driver
User_1649,BMW i3,100.0,Station_393,San Francisco,01/26/2024 13:44,01/24/2024 01:52,41.27067551,3.490912756,6.792363388,26.19181363243316,Morning,Friday,19.70232397302595,52.121743349705575,316.40951290198996,1.4303453862464828,2.0,DC Fast Charger,Long-Distance Traveler
User_1650,Nissan Leaf,75.0,Station_4,Chicago,01/16/2024 06:49,01/19/2024 23:56,65.92220416,3.318274234,37.5249622,14.084250333598758,Evening,Wednesday,83.4892240269344,56.72187881862558,163.98699435050744,25.746848724281897,4.0,Level 2,Commuter
User_1651,Hyundai Kona,85.0,Station_446,San Francisco,01/29/2024 00:00,01/26/2024 04:33,6.26910076,1.081960289,14.86299535,11.67687013036123,Afternoon,Wednesday,48.45686507638791,99.81246655980334,201.26600382208423,31.93880898285196,7.0,Level 1,Long-Distance Traveler
User_1652,Hyundai Kona,100.0,Station_16,San Francisco,01/14/2024 19:04,01/12/2024 02:19,34.25645291,3.065584752,5.523688619,7.673474734763896,Afternoon,Monday,55.98530026325348,52.773583328440566,136.51080738290096,25.566926459948604,5.0,Level 2,Casual Driver
User_1653,Nissan Leaf,75.0,Station_244,Houston,01/20/2024 01:26,01/15/2024 16:28,45.90925215,0.708738546,26.3121504,15.738482968897198,Night,Tuesday,26.190209728845957,87.03314420448764,288.03209920735196,12.087011619796321,6.0,Level 2,Commuter
User_1654,BMW i3,62.0,Station_252,Los Angeles,01/24/2024 01:21,01/27/2024 15:27,34.43336364,0.680251048,34.17197973,45.46046544882381,Morning,Monday,79.99333070244845,91.44099052507914,345.192776488956,13.145048768903514,5.0,Level 1,Long-Distance Traveler
User_1655,Nissan Leaf,75.0,Station_44,Los Angeles,01/27/2024 13:45,01/13/2024 15:26,,3.296056589,5.114613366,18.554047650693697,Morning,Wednesday,35.24600302582611,91.09454568759789,362.7567413539802,15.27166591256671,1.0,Level 2,Long-Distance Traveler
User_1656,Tesla Model 3,62.0,Station_27,Los Angeles,01/21/2024 13:00,01/24/2024 23:35,46.80719594,3.877992453,16.91833198,47.5896408958073,Evening,Saturday,27.292685441923275,60.84311289822195,378.64490875523217,25.970473213965725,8.0,DC Fast Charger,Commuter
User_1657,BMW i3,50.0,Station_74,Houston,01/06/2024 04:27,01/18/2024 00:08,78.69341922,2.856062565,36.56255637,29.288167958886618,Evening,Tuesday,25.298880654275948,98.7664486547163,322.08009067228505,38.90995274331097,0.0,Level 1,Long-Distance Traveler
User_1658,Chevy Bolt,62.0,Station_251,Chicago,01/18/2024 20:32,01/24/2024 06:03,8.353019856,3.430484458,34.71968172,14.321384772627427,Morning,Tuesday,88.97992222756899,86.28716201432796,197.5228754130118,18.315589806494295,3.0,DC Fast Charger,Commuter
User_1659,BMW i3,75.0,Station_182,Houston,01/15/2024 23:32,01/17/2024 17:36,74.10752218,2.224661484,45.69740275,34.841360874634404,Evening,Wednesday,50.24868456630814,61.96647975999588,136.36648914392498,-1.125324859475965,0.0,Level 2,Casual Driver
User_1660,BMW i3,62.0,Station_201,Chicago,01/18/2024 01:32,01/12/2024 05:45,76.03768938,2.197050161,14.89290278,49.4976827794233,Night,Saturday,20.272009864860667,83.66348718763692,113.81459411321514,-3.085740093427921,3.0,DC Fast Charger,Long-Distance Traveler
User_1661,Tesla Model 3,61.46088547,Station_28,Los Angeles,01/01/2024 11:18,01/07/2024 14:12,17.21874448,0.957521116,47.74613739,41.57954774017127,Evening,Sunday,80.60435844901923,55.55924627122486,374.86638732551575,37.305185064419376,7.0,DC Fast Charger,Commuter
User_1662,Hyundai Kona,50.0,Station_127,Houston,01/21/2024 13:34,01/16/2024 23:39,35.55367093,3.536754115,45.8556972,21.550446425511403,Night,Tuesday,80.67574445541702,99.15882584101334,303.5965925866477,37.99816311470179,1.0,Level 1,Commuter
User_1663,BMW i3,75.0,Station_48,Houston,01/20/2024 06:15,01/18/2024 21:14,26.99234408,3.548983526,46.58137118,12.438496590376596,Morning,Monday,31.062706094716372,69.45483119703623,183.98318456398897,16.18349444470715,9.0,Level 2,Commuter
User_1664,Nissan Leaf,75.0,Station_103,Los Angeles,01/10/2024 16:50,01/09/2024 05:34,26.49300814,2.117204146,7.148790446,24.59178234259371,Evening,Monday,6.220904185566791,69.67872617078375,86.20547496150198,7.237949228486293,9.0,Level 1,Long-Distance Traveler
User_1665,BMW i3,85.0,Station_73,San Francisco,01/12/2024 15:18,01/10/2024 08:46,13.10581202,0.569062335,14.55441535,18.496681798069933,Night,Sunday,21.060989222780893,57.91114567041748,200.35647818658867,-0.42180189784380673,1.0,DC Fast Charger,Casual Driver
User_1666,Chevy Bolt,50.0,Station_212,Houston,01/03/2024 13:21,01/01/2024 09:28,8.349591228,2.312675062,47.48218949,31.72663828911655,Morning,Sunday,50.337356633285005,88.74096025775485,276.40429947718894,8.856130469168981,5.0,Level 1,Long-Distance Traveler
User_1667,Chevy Bolt,100.0,Station_307,Chicago,01/15/2024 23:23,01/29/2024 02:17,7.358446629,2.430793371,11.48048586,49.46370570979324,Afternoon,Monday,7.260370061853989,55.32190805680854,213.93435273102256,-8.126752713773557,9.0,Level 2,Commuter
User_1668,BMW i3,62.0,Station_141,Houston,01/20/2024 19:44,01/06/2024 11:51,33.47231506,3.29858278,43.48176399,11.631334895127939,Afternoon,Wednesday,67.09925419887824,51.759057024589005,245.20391404253087,9.423740815448998,3.0,Level 2,Long-Distance Traveler
User_1669,Chevy Bolt,85.0,Station_424,Los Angeles,01/19/2024 15:13,01/07/2024 00:23,37.77161458,4.615782239,4.034655716,44.306800712783996,Evening,Wednesday,17.730544912690277,91.07508933249508,209.02127174878444,10.070610456897835,8.0,DC Fast Charger,Casual Driver
User_1670,Tesla Model 3,85.0,Station_157,New York,01/11/2024 05:01,01/20/2024 23:12,12.12801805,0.980251842,32.09970636,41.1811150967715,Morning,Friday,89.87106947516861,60.51742441493562,228.81361698382847,-7.838487546960845,6.0,Level 2,Commuter
User_1671,Hyundai Kona,100.0,Station_301,San Francisco,01/10/2024 16:59,01/26/2024 08:04,13.31901732,0.891295897,21.63010654,48.329562855075004,Afternoon,Sunday,85.70561572529833,72.31771050585868,398.118279201618,3.4275142079928855,0.0,Level 2,Casual Driver
User_1672,Tesla Model 3,62.0,Station_145,New York,01/11/2024 22:08,01/15/2024 14:14,45.34396447,3.023573638,11.27466652,33.453073219326726,Night,Wednesday,37.31377354268698,92.23196564780196,118.50031613584152,26.28586446025445,5.0,Level 1,Commuter
User_1673,BMW i3,62.0,Station_208,Houston,01/21/2024 03:34,01/28/2024 04:48,59.25460166,1.279620696,,49.1820650243249,Night,Thursday,21.370253360200522,54.92571269142493,343.1675282333514,0.6687103894923698,7.0,Level 2,Long-Distance Traveler
User_1674,Nissan Leaf,50.0,Station_1,New York,01/15/2024 21:27,01/12/2024 16:26,45.36457788,0.564110225,25.0414603,43.825307168914605,Afternoon,Thursday,46.00199602266327,65.48052935654758,326.3511150121,16.02126573915207,5.0,DC Fast Charger,Commuter
User_1675,Nissan Leaf,85.0,Station_253,Chicago,01/25/2024 22:47,01/23/2024 08:11,62.04960065,1.177716989,31.37496792,43.817680849297275,Morning,Sunday,5.8499779584999425,90.91676515428034,156.87630688279802,25.881861839121107,9.0,DC Fast Charger,Commuter
User_1676,Nissan Leaf,50.0,Station_292,Los Angeles,01/20/2024 14:58,01/17/2024 03:05,78.30687813,2.40015746,11.8110025,6.726187165379441,Afternoon,Thursday,18.04463499075128,51.7276734442659,72.8386234687676,29.343196027178614,0.0,Level 2,Commuter
User_1677,Hyundai Kona,62.0,Station_266,Houston,01/06/2024 03:42,01/08/2024 18:31,79.46231191,2.895348986,25.41252017,40.68839164221418,Evening,Wednesday,9.064435020524016,76.34061237236541,283.45564704462754,35.65290834194179,7.0,DC Fast Charger,Long-Distance Traveler
User_1678,Tesla Model 3,50.0,Station_12,San Francisco,01/13/2024 06:11,01/06/2024 05:43,47.88862467,4.228305738,26.42521897,7.666427985522281,Afternoon,Friday,12.835525369505396,58.42848903424041,310.29426441976614,10.851243334711395,9.0,Level 1,Commuter
User_1679,Chevy Bolt,50.0,Station_203,New York,01/06/2024 04:42,01/27/2024 20:08,33.09869143,2.182172568,16.68689597,43.68618840182746,Morning,Wednesday,60.93507088291706,74.1524671733332,172.98313155548595,26.64133173018456,9.0,Level 1,Commuter
User_1680,Hyundai Kona,85.0,Station_310,New York,01/01/2024 03:30,01/26/2024 16:16,40.6309235,2.749739412,25.76719414,14.867724963397016,Afternoon,Sunday,29.830703030746466,58.695547045963735,334.87098204921926,37.966066584532314,1.0,Level 1,Long-Distance Traveler
User_1681,BMW i3,85.0,Station_77,San Francisco,01/30/2024 11:05,01/03/2024 12:22,21.76458667,2.010010135,20.31741797,17.366671662966574,Morning,Friday,16.9334174245849,72.29534776505602,56.577351755031074,14.258090029096767,5.0,DC Fast Charger,Long-Distance Traveler
User_1682,BMW i3,62.0,Station_410,Chicago,01/27/2024 05:42,01/06/2024 15:50,30.63992013,1.629338481,46.84858797,16.11716340295151,Evening,Saturday,59.563521719355386,73.34524488062524,334.41715481277845,9.190159620222659,2.0,DC Fast Charger,Commuter
User_1683,Nissan Leaf,75.0,Station_429,New York,01/09/2024 08:04,01/28/2024 07:49,45.76954763,0.957052251,17.40052664,41.66258657033333,Evening,Sunday,64.5879885627658,66.63196537269296,323.2662215772794,18.73174740578855,9.0,Level 2,Long-Distance Traveler
User_1684,Tesla Model 3,85.0,Station_258,San Francisco,01/09/2024 17:30,01/21/2024 23:41,56.72762318,2.014009928,11.92634021,41.57989404624062,Night,Tuesday,26.703824492531133,78.56008550366194,170.12242276431314,28.249355224989976,8.0,Level 2,Long-Distance Traveler
User_1685,BMW i3,85.0,Station_391,Houston,01/21/2024 16:53,01/09/2024 08:59,12.04931971,1.373881358,29.46894436,38.689815508408614,Night,Saturday,25.03752150576446,75.6353920484636,385.0855502329,28.825310751350187,3.0,Level 1,Commuter
User_1686,BMW i3,106.8205569,Station_209,San Francisco,01/21/2024 13:06,01/19/2024 15:30,,2.215140723,38.96856372,30.62723231616104,Morning,Saturday,55.19415907513501,85.33627747393447,359.7142044547054,24.19515484918543,5.0,DC Fast Charger,Commuter
User_1687,BMW i3,50.0,Station_106,Houston,01/09/2024 08:42,01/25/2024 09:59,55.30273056,2.544566059,37.34746081,27.117954833485296,Morning,Thursday,73.82007388851,70.98447116078532,111.42973650868493,29.604526371092234,7.0,Level 2,Commuter
User_1688,Chevy Bolt,100.0,Station_469,Los Angeles,01/18/2024 01:00,01/30/2024 07:29,57.55690006,3.34150378,13.03628314,20.45448239913619,Afternoon,Friday,36.73773516757173,61.36054536493416,384.4458258712486,35.60400220059541,7.0,Level 1,Casual Driver
User_1689,Hyundai Kona,62.0,Station_201,San Francisco,01/23/2024 12:39,01/29/2024 22:26,26.30453466,3.584508026,49.88918288,8.023804213182194,Afternoon,Thursday,10.159676360370463,82.11686186666616,329.6063992075127,-6.607600671350852,5.0,DC Fast Charger,Commuter
User_1690,BMW i3,85.0,Station_1,Los Angeles,01/17/2024 05:50,01/03/2024 05:08,33.07294951,1.469659587,30.34474845,46.42279224678846,Evening,Wednesday,83.80313940189318,50.124176562271636,339.9316327072498,19.58090545890326,1.0,Level 2,Long-Distance Traveler
User_1691,Tesla Model 3,62.0,Station_118,Chicago,01/13/2024 02:17,01/17/2024 22:09,37.70311872,2.734672708,34.72246309,7.847309654081043,Evening,Saturday,20.723988366577395,91.69792099283626,397.47598611661886,32.526083952207514,3.0,Level 1,Casual Driver
User_1692,Nissan Leaf,75.0,Station_154,New York,01/01/2024 19:42,01/14/2024 07:02,57.89799819,0.6055648,15.38088133,14.84140955463129,Night,Tuesday,20.130119264828274,89.05176689316272,318.56781249936404,22.94030202100727,4.0,Level 1,Long-Distance Traveler
User_1693,Chevy Bolt,75.0,Station_222,Houston,01/09/2024 23:01,01/03/2024 17:22,10.45065783,1.428296234,39.8938261,38.790787715356224,Afternoon,Wednesday,72.15572206405234,81.92650924476132,96.8132095147715,-2.233452108652375,0.0,Level 2,Long-Distance Traveler
User_1694,Tesla Model 3,100.0,Station_405,San Francisco,01/08/2024 23:48,01/18/2024 22:12,74.15366016,4.123064396,31.27742949,17.014038140621405,Morning,Wednesday,55.50635126783201,84.98514765936933,371.61206086553,25.288769621160007,5.0,DC Fast Charger,Long-Distance Traveler
User_1695,Tesla Model 3,62.0,Station_492,Houston,01/29/2024 00:23,01/01/2024 01:40,,2.168491761,41.5266716,25.720537447931562,Evening,Friday,61.00478785185735,59.59502814934915,319.43886083727193,29.40278424161111,9.0,DC Fast Charger,Long-Distance Traveler
User_1696,BMW i3,100.0,Station_312,New York,01/23/2024 00:38,01/28/2024 04:42,27.85421045,1.866481642,37.6886195,29.51323544776077,Morning,Thursday,44.36929122939837,95.8026668484984,360.16665343561044,10.712206969687841,1.0,DC Fast Charger,Commuter
User_1697,Tesla Model 3,75.0,Station_494,Houston,01/02/2024 07:00,01/25/2024 18:15,64.41904929,3.190013103,24.62165118,13.087590294485409,Evening,Friday,76.81469090514932,95.12235841418575,234.97790167167756,11.239381238946741,6.0,Level 1,Long-Distance Traveler
User_1698,Hyundai Kona,50.0,Station_146,Houston,01/03/2024 02:01,01/10/2024 22:48,40.7367048,2.534525414,9.866759209,37.43570795148924,Night,Friday,25.83110866524237,65.40540004840713,109.4956138725558,-2.5481851376582396,6.0,DC Fast Charger,Long-Distance Traveler
User_1699,Chevy Bolt,75.0,Station_17,Chicago,01/01/2024 16:19,01/09/2024 06:42,69.13309025,3.007672884,10.70555783,42.007040896135905,Morning,Tuesday,89.68438665796648,97.05907387052267,175.32291700389408,-1.8529614974934905,7.0,Level 2,Casual Driver
User_1700,Tesla Model 3,100.0,Station_169,San Francisco,01/05/2024 23:16,01/12/2024 01:18,49.2788374,3.865136107,49.41151926,24.91446828815514,Morning,Tuesday,44.92447814092977,52.418464814582094,164.9647239986187,-9.9362491668645,7.0,Level 1,Long-Distance Traveler
User_1701,Chevy Bolt,75.0,Station_45,Chicago,01/02/2024 18:06,01/30/2024 01:38,39.94056362,3.470003434,28.62519933,36.376025885080466,Evening,Thursday,52.59098089180735,54.43909999077274,72.70910795614276,37.52817580506071,0.0,DC Fast Charger,Casual Driver
User_1702,Hyundai Kona,62.0,Station_447,New York,01/03/2024 01:27,01/14/2024 12:20,66.15159679,3.062344294,50.17058595,44.27180405464739,Evening,Monday,66.67359023015884,71.78092608650913,131.48212623329806,38.148459082017794,2.0,Level 2,Commuter
User_1703,Tesla Model 3,75.0,Station_20,Houston,01/01/2024 20:03,01/09/2024 01:01,34.80201788,0.852049798,16.59673018,39.701470402336895,Night,Wednesday,15.520201970101086,89.34410978255852,355.10548088474235,26.478215314205286,9.0,DC Fast Charger,Casual Driver
User_1704,Tesla Model 3,100.0,Station_106,Chicago,01/03/2024 23:13,01/30/2024 04:01,64.98220571,3.734758668,38.49923631,22.160924190149377,Night,Monday,11.951815621438474,95.66360565156535,63.809846607550426,27.195409572209783,8.0,Level 1,Commuter
User_1705,Nissan Leaf,50.0,Station_17,Chicago,01/29/2024 18:58,01/11/2024 11:37,13.72613374,6.17641656,12.48400855,37.69238539406644,Evening,Friday,61.73384958181233,91.61517415264386,186.40006652036493,12.017204439727706,6.0,Level 1,Casual Driver
User_1706,Tesla Model 3,75.0,Station_248,San Francisco,01/22/2024 11:28,01/30/2024 01:48,44.75866738,3.4897712,19.40437243,15.739718737468685,Night,Thursday,54.88460043525592,89.32196683932034,385.6194217286578,13.278041289499107,3.0,DC Fast Charger,Long-Distance Traveler
User_1707,Nissan Leaf,50.0,Station_482,New York,01/27/2024 22:12,01/16/2024 10:04,77.45749045,3.010517385,47.33304581,41.54109957116197,Afternoon,Sunday,29.345546767825326,84.24009403200878,335.26938201206303,22.194110305636734,4.0,DC Fast Charger,Long-Distance Traveler
